"Position","Title and Authors","Resource Link","Thumbnail Image"
14,"Nâng cao chất lượng đội ngũ cán bộ, công chức tại Sở Văn hóa, Thể thao và Du lịch tỉnh Phú Yên /Đoàn Thị Tô Huỳnh; Bùi Bích Xuân: GVHD [18-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239119","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
15,"Phát triển sinh kế bền vững cho hộ đồng bào dân tộc thiểu số tại huyện Khánh Vĩnh, tỉnh Khánh Hòa /Cao Thị Ngọc Thanh; Nguyễn Văn Ngọc: GVHD [18-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=239103","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
16,"Nghiên cứu khả năng sử dụng hai loài vi tảo Thalassiosira weissflogii và Chaetoceros muelleri trong ương nuôi ấu trùng tôm sú (Penaeus monodon Fabricius, 1798) /Đặng Lê Phương ... [17-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238960","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
17,"Nghiên cứu một số đặc tính sinh học của chủng vi khuẩn Riemerella anatipestifer định hướng sản xuất vắc xin phòng bệnh nhiễm trùng huyết ở vịt /Tăng Mạnh Nhật; Lê Phương Chung ... [17-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238915","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
18,"Các nhân tố ảnh hưởng đến hành vi phân loại rác tại nguồn của người dân trên địa bàn thành phố Cam Ranh, tỉnh Khánh Hòa /Phạm Thị Hồng Lệ; Phạm Thành Thái: GVHD [17-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238873","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
19,"Tác động của giáo dục và đào tạo nghề đến khả năng tìm việc của lao động trẻ tại tỉnh Khánh Hòa /Lý Phương Tài; Phạm Thành Thái: GVHD [17-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238850","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
20,"Dự đoán liên kết về học thuật dựa trên ontology /Thịnh Thị Thúy; Phạm Thị Thu Thúy: GVHD [17-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238838","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
21,"Đa dạng thành phần loài và mối quan hệ tiến hóa của giáp xác ký sinh trên vật chủ cua bơi Thalamita crenata Rüppell, 1830 tại vịnh Nha Trang, Khánh Hòa /Nguyễn Phương Liên; Đặ ... [17-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238831","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
22,"Nghiên cứu sự biến đổi chất lượng của phi lê cá chim vây vàng trong quá trình bảo quản đông /Nguyễn Hồng Duyên; Mai Thị Tuyết Nga, Huỳnh Thị Ái Vân: GVHD [16-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238799","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
23,"Mô hình toán quá trình truyền nhiệt, truyền chất trong sấy cá đù fillet bằng bức xạ hồng ngoại kết hợp năng lượng mặt trời gián tiếp /Trần Đình Khoa; Lê Như Chính, Khổng Trung ... [16-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238776","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
24,"Tối ưu hóa điều kiện dinh dưỡng bổ sung đến hai loài tảo Thalassiosira weissflogii Fryxell & Hasle, 1977, Tetraselmis chuii Butcher, 1959 và sử dụng kết hợp làm thức ăn cho ấu ... [16-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238773","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
25,"Nghiên cứu bảo quản tinh trùng cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (A. baerii) nuôi tại Lâm Đồng /Hồ Thanh Tuyền; Lương Công Trung: GVHD [16-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238772","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
26,"Ảnh hưởng của màu bể và Astaxanthin bổ sung lên sinh trưởng của cá tai bồ (Platax teira Forsskal, 1775) giai đoạn giống /Nguyễn Hữu Khang; Nguyễn Văn Minh: GVHD [16-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238771","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
27,"Chất lượng tinh trùng của cá tầm Nga (Acipenser gueldenstaedtii) và cá tầm Xiberi (Acipenser baerii):Đặc tính lý hóa và ảnh hưởng của một số yếu tố sinh thái /Châu Bích Liên; ... [16-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238765","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
28,"Đánh giá hiệu quả sử dụng thiết bị giám sát hành trình Vifish.18 trên tàu cá tỉnh Khánh Hòa /Phạm Mai Phước; Trần Trọng Đạo, Tô Văn Phương: GVHD [16-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238760","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
29,"Đề xuất mô hình quản lý giao thông thông minh tại thành phố Nha Trang, tỉnh Khánh Hòa /Cao Như Ý; Nguyễn Văn Ngọc: GVHD [16-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238751","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
30,"Số hóa bảng từ hình ảnh bằng thị giác máy tính /Lê Hoàn Chân; Nguyễn Khắc Cường: GVHD [16-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238749","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
31,"Phát triển sinh kế từ hoạt động du lịch cho hộ gia đình tại đảo Bích Đầm, thành phố Nha Trang, tỉnh Khánh Hòa /Lê Công Minh; Phạm Hồng Mạnh: GVHD [13-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238705","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
32,"Một số giải pháp phát triển kinh tế xã Ea Trang, huyện M'Drắk, tỉnh Đắk Lắk /Nguyễn Thị Sinh; Quách Thị Khánh Ngọc: GVHD [13-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238703","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
33,"Hoàn thiện kiểm soát nội bộ đối với hoạt động quản lý hàng tồn kho tại Viễn Thông Khánh Hòa /Nguyễn Hoài Sơn; Võ Thị Thùy Trang: GVHD [13-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238674","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
34,"Đánh giá hiệu quả tài chính các công ty niêm yết thuộc lĩnh vực chế biến thủy sản trên thị trường chứng khoán Việt Nam /Nguyễn Thị Ngọc Trâm; Võ Thị Thùy Trang: GVHD [13-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238661","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
35,"Ảnh hưởng của chất lượng dịch vụ, sự hài lòng và chi phí chuyển đổi đến lòng trung thành của khách hàng đại lý / cộng tác viên sử dụng ứng dụng Ignite by Igloo đối với dịch vụ ... [13-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=238651","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
36,"Các nhân tố ảnh hưởng đến ý định tham gia bảo hiểm phi nhân thọ Bảo Việt của người dân tại thành phố Nha Trang, tỉnh Khánh Hòa /Lý Minh Hiếu; Nguyễn Ngọc Duy: GVHD [05-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=237951","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
37,"Phân tích hiệu quả hoạt động các ngân hàng thương mại Việt Nam giai đoạn 2018-2022 /Vũ Minh Hiếu; Lê Kim Long: GVHD [05-03-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=237949","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
38,"Nghiên cứu chuỗi cung ứng cá chim vây vàng tại thành phố Nha Trang, tỉnh Khánh Hòa /Trần Thị Phương Liên; Nguyễn Thị Trâm Anh: GVHD [05-01-2026]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=233875","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
39,"Nghiên cứu nhân tố ảnh hưởng đến ý định tiết kiệm điện của hộ gia đình tại thành phố Tuy Hòa, tỉnh Phú Yên /Ngô Đình Duy; Trần Thị Ái Cẩm: GVHD [26-12-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=233504","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
40,"Các yếu tố ảnh hưởng đến quyết định đầu tư của doanh nghiệp vào Khu kinh tế Vân Phong, tỉnh Khánh Hòa /Nguyễn Quốc Cường; Hà Việt Hùng: GVHD [26-12-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=233503","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
41,"Phát triển đối tượng tham gia Bảo hiểm xã hội tự nguyện khu vực phi chính thức trên địa bàn huyện Khánh Vĩnh, tỉnh Khánh Hòa /Huỳnh Nguyễn Hồng Anh; Hà Việt Hùng: GVHD [26-12-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=233502","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
42,"Quản trị rủi ro tín dụng cá nhân tại Ngân hàng Thương mại Cổ phần Tiên Phong - chi nhánh Nha Trang /Nguyễn Lê Thanh Tuấn; Phạm Thế Anh: GVHD [26-12-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=233487","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
43,"Tạo động lực làm việc cho người lao động tại Công ty Cổ phần Lavite /Nguyễn Ngọc Trang Tâm; Nguyễn Thị Kim Anh: GVHD [25-12-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=233476","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
44,"Nâng cao năng lực cạnh tranh của sản phẩm nước tinh khiết Sanna tại Công ty cổ phần nước giải khát Sanna Khánh Hòa /Nguyễn Thị Hoàng Ngân; Nguyễn Thị Trâm Anh: GVHD [25-12-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=233458","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
45,"Ứng dụng phương pháp xác định hoạt lực Spiramycin trên chủng vi sinh vật chuẩn trong đánh giá thuốc tân dược lưu hành tại thành phố Tuy Hòa /Đặng Lư Minh Hà; Nguyễn Thị Như Th ... [25-11-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=231529","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
46,"Nghiên cứu độ bền và cơ chế phá hủy của mối hàn ma sát giữa hợp kim nhôm AA6061-T6 với thép không gỉ SUS316 /Hồ Hữu Huy; Trần Hưng Trà, Dương Đình Hảo: GVHD [25-11-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=231494","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/02biatiensithumbimage.jpg"
47,"Nghiên cứu các hệ thống khuyến nghị, ứng dụng xây dựng website bán xe cũ /Ngô Nguyễn Tường Nghi; Nguyễn Đình Hưng: GVHD [25-11-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=231478","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
48,"Khảo sát thành phần loài và biến động nguồn giống trứng cá - ấu trùng cá (Ichthyoplankton) của một số họ cá rạn phổ biến ở vùng biển ven bờ Ninh Hải, tỉnh Ninh Thuận /Nguyễn L ... [25-11-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=231474","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
49,"Tạo chủng và xác định các đặc tính sinh học của Actinobacillus pleuropneumoniae serotype 5 đột biến mất gen apxIC và apxIIC /Trịnh Lê Hoàng Sơn; Nguyễn Thị Anh Thư, Đào Hoài T ... [25-11-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=231467","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
50,"Nghiên cứu đáp ứng miễn dịch của thành phần kháng nguyên ho gà vô bào trong vắc xin bạch hầu - uốn ván - ho gà vô bào ( DTaP và Tdap) nghiên cứu tại Viện Vắc xin và sinh phẩm ... [25-11-2025]","https://thuvien.ntu.edu.vn/Opac/DmdInfo.aspx?mnuid=146&collection_id=16&material_type=2&dmd_id=231466","https://thuvien.ntu.edu.vn/ntukiposdata5/anhbia/01biathacsithumbimage.jpg"
